order_date,store_name,store_type,city,state,product_name,category,quantity,unit_price,total_amount,channel,return_reason
2023-01-13,Thakur Traders,Kirana,Kolhapur,Maharashtra,NexaFresh Mixed Fruit 1L,Beverages,8,70,560,Offline,
2023-01-15,Chavan Traders,Kirana,Rajkot,Gujarat,NexaGold Moong Dal 1kg,Dal,33,280,9240,Offline,
2023-01-22,Mishra Provisions,Kirana,Kolhapur,Maharashtra,NexaGold Wheat Atta 10kg,Atta,32,550,17600,Offline,Wrong Item
2023-01-18,Gaikwad Store,Kirana,Surat,Gujarat,NexaGold Wheat Atta 10kg,Atta,20,50,1000,Offline,
2023-01-18,Star Bazaar Pune,Supermarket,Rajkot,Gujarat,NexaCrunch Namkeen 150g,Snacks,18,550,9900,Offline,
2023-01-09,Rajput Provisions,Kirana,Surat,Gujarat,NexaClean Floor Cleaner 1L,Household,13,350,4550,Offline,Wrong Item
2023-01-16,Patel Kirana,Kirana,Nashik,Maharashtra,NexaFresh Mixed Fruit 1L,Beverages,14,50,700,Online,
2023-01-14,More Supermarket Viman Nagar,Supermarket,Nashik,Maharashtra,NexaGold Chana Dal 1kg,Dal,12,550,6600,Online,Late Delivery
2023-01-26,Jadhav Store,Kirana,Aurangabad,Maharashtra,NexaGold Multigrain Atta 5kg,Atta,18,70,1260,Offline,Wrong Item
2023-01-13,Pandey Store,Kirana,Kolhapur,Maharashtra,NexaCrunch Mixture 200g,Snacks,39,350,13650,Offline,
2023-01-26,Kulkarni Store,Kirana,Pune,Maharashtra,NexaGold Sunflower Oil 5L,Edible Oil,34,280,9520,Offline,
2023-01-12,Nair Kirana,Kirana,Pune,Maharashtra,NexaGold Sunflower Oil 1L,Edible Oil,22,550,12100,Offline,Damaged
2023-01-19,Yadav General,Kirana,Nagpur,Maharashtra,NexaGold Groundnut Oil 1L,Edible Oil,7,550,3850,Offline,Damaged
2023-01-13,Reliance Fresh Wakad,Supermarket,Pune,Maharashtra,NexaGold Moong Dal 1kg,Dal,20,140,2800,Offline,Wrong Item
2023-01-07,Kulkarni Store,Kirana,Kolhapur,Maharashtra,NexaFresh Mango Juice 1L,Beverages,39,550,21450,Online,
2023-01-26,Gokhale Provisions,Kirana,Rajkot,Gujarat,NexaCrunch Mixture 200g,Snacks,15,140,2100,Online,
2023-01-23,Big Bazaar Vadodara,Supermarket,Pune,Maharashtra,NexaClean Dishwash 500ml,Household,30,280,8400,Offline,
2023-01-21,Deshpande Store,Kirana,Kolhapur,Maharashtra,NexaGold Chana Dal 1kg,Dal,27,110,2970,Offline,Damaged
2023-01-08,Parmar General,Kirana,Kolhapur,Maharashtra,NexaGold Sunflower Oil 5L,Edible Oil,36,50,1800,Offline,
2023-01-01,Yadav General,Kirana,Nashik,Maharashtra,NexaClean Floor Cleaner 1L,Household,31,350,10850,Offline,
2023-01-28,Reliance Fresh Baner,Supermarket,Ahmedabad,Gujarat,NexaGold Wheat Atta 5kg,Atta,2,110,220,Online,
2023-01-15,Apte Traders,Kirana,Ahmedabad,Gujarat,NexaGold Wheat Atta 5kg,Atta,11,70,770,Offline,
2023-01-05,Kulkarni Store,Kirana,Nagpur,Maharashtra,NexaGold Chana Dal 1kg,Dal,7,30,210,Offline,
2023-01-06,Mishra Provisions,Kirana,Aurangabad,Maharashtra,NexaGold Turmeric 200g,Spices,21,50,1050,Offline,
2023-01-03,Mishra Provisions,Kirana,Vadodara,Gujarat,NexaGold Groundnut Oil 1L,Edible Oil,26,280,7280,Offline,
2023-01-20,Yadav General,Kirana,Kolhapur,Maharashtra,NexaGold Sunflower Oil 5L,Edible Oil,39,140,5460,Online,
2023-01-17,Kulkarni Store,Kirana,Vadodara,Gujarat,NexaGold Red Chilli 200g,Spices,6,550,3300,Offline,Damaged
2023-01-20,Deshmukh Provisions,Kirana,Vadodara,Gujarat,NexaFresh Mango Juice 1L,Beverages,31,350,10850,Offline,Wrong Item
2023-01-05,Parmar General,Kirana,Vadodara,Gujarat,NexaGold Sunflower Oil 1L,Edible Oil,14,280,3920,Offline,
2023-01-26,Star Bazaar Pune,Supermarket,Nagpur,Maharashtra,NexaGold Moong Dal 1kg,Dal,20,140,2800,Offline,Wrong Item
2023-01-23,Pawar General,Kirana,Pune,Maharashtra,NexaGold Turmeric 200g,Spices,26,110,2860,Offline,Late Delivery
2023-01-25,Deshpande Store,Kirana,Ahmedabad,Gujarat,NexaGold Toor Dal 1kg,Dal,10,350,3500,Offline,Wrong Item
2023-01-14,Sawant Traders,Kirana,Pune,Maharashtra,NexaFresh Mango Juice 1L,Beverages,24,30,720,Online,Damaged
2023-01-17,Joshi Traders,Kirana,Ahmedabad,Gujarat,NexaGold Sunflower Oil 5L,Edible Oil,3,350,1050,Offline,Late Delivery
2023-01-09,Pandey Store,Kirana,Nashik,Maharashtra,NexaClean Floor Cleaner 1L,Household,9,550,4950,Offline,Damaged
2023-01-08,Deshpande Store,Kirana,Surat,Gujarat,NexaCrunch Mixture 200g,Snacks,20,140,2800,Offline,
2023-01-10,Patil General,Kirana,Solapur,Maharashtra,NexaGold Chana Dal 1kg,Dal,5,50,250,Offline,
2023-01-16,Big Bazaar Vadodara,Supermarket,Ahmedabad,Gujarat,NexaGold Garam Masala 100g,Spices,28,50,1400,Online,Wrong Item
2023-01-09,D-Mart Aundh,Supermarket,Surat,Gujarat,NexaFresh Mixed Fruit 1L,Beverages,28,30,840,Offline,
2023-01-09,Star Bazaar Pune,Supermarket,Solapur,Maharashtra,NexaClean Dishwash 500ml,Household,23,350,8050,Online,Late Delivery
2023-01-11,Shinde Traders,Kirana,Solapur,Maharashtra,NexaGold Sunflower Oil 1L,Edible Oil,12,350,4200,Offline,Wrong Item
2023-01-23,Shah General,Kirana,Surat,Gujarat,NexaCrunch Mixture 200g,Snacks,4,280,1120,Offline,
2023-01-14,Deshmukh Provisions,Kirana,Solapur,Maharashtra,NexaGold Moong Dal 1kg,Dal,25,30,750,Offline,
2023-01-11,Rajput Provisions,Kirana,Aurangabad,Maharashtra,NexaGold Wheat Atta 10kg,Atta,8,350,2800,Offline,Late Delivery
2023-01-07,Gaikwad Store,Kirana,Nagpur,Maharashtra,NexaFresh Mango Juice 1L,Beverages,19,70,1330,Online,
2023-01-16,D-Mart Kothrud,Supermarket,Pune,Maharashtra,NexaGold Wheat Atta 5kg,Atta,27,350,9450,Online,
2023-01-14,Mehta Kirana,Kirana,Rajkot,Gujarat,NexaGold Red Chilli 200g,Spices,33,30,990,Offline,
2023-01-02,Gokhale Provisions,Kirana,Pune,Maharashtra,NexaGold Sunflower Oil 5L,Edible Oil,37,280,10360,Offline,Late Delivery
2023-01-09,Bhosale Provisions,Kirana,Nagpur,Maharashtra,NexaCrunch Mixture 200g,Snacks,22,140,3080,Offline,Damaged
2023-01-23,Desai Provisions,Kirana,Aurangabad,Maharashtra,NexaGold Garam Masala 100g,Spices,23,280,6440,Online,Damaged
2023-01-11,Mishra Provisions,Kirana,Ahmedabad,Gujarat,NexaCare Shampoo 200ml,Personal Care,32,550,17600,Offline,
2023-01-25,Joshi Traders,Kirana,Surat,Gujarat,NexaGold Groundnut Oil 1L,Edible Oil,18,70,1260,Online,Damaged
2023-01-14,Sharma Kirana,Kirana,Pune,Maharashtra,NexaGold Wheat Atta 5kg,Atta,9,50,450,Offline,Wrong Item
2023-01-14,Pawar General,Kirana,Solapur,Maharashtra,NexaGold Sunflower Oil 1L,Edible Oil,14,350,4900,Offline,
2023-01-03,Chavan Traders,Kirana,Rajkot,Gujarat,NexaCare Soap 100g,Personal Care,18,30,540,Offline,
2023-01-13,Reliance Fresh Rajkot,Supermarket,Ahmedabad,Gujarat,NexaGold Chana Dal 1kg,Dal,18,280,5040,Offline,Wrong Item
2023-01-10,Bhosale Provisions,Kirana,Rajkot,Gujarat,NexaCrunch Namkeen 150g,Snacks,33,30,990,Offline,
2023-01-16,Shinde Traders,Kirana,Nashik,Maharashtra,NexaGold Groundnut Oil 1L,Edible Oil,15,110,1650,Offline,
2023-01-23,Reliance Fresh Rajkot,Supermarket,Solapur,Maharashtra,NexaGold Wheat Atta 10kg,Atta,13,280,3640,Offline,
2023-01-07,Desai Provisions,Kirana,Ahmedabad,Gujarat,NexaFresh Mango Juice 1L,Beverages,26,70,1820,Offline,Wrong Item
2023-01-15,Joshi Traders,Kirana,Ahmedabad,Gujarat,NexaClean Dishwash 500ml,Household,8,110,880,Offline,
2023-01-20,Rajput Provisions,Kirana,Ahmedabad,Gujarat,NexaClean Dishwash 500ml,Household,40,140,5600,Offline,
2023-01-26,Shah General,Kirana,Solapur,Maharashtra,NexaClean Dishwash 500ml,Household,15,140,2100,Offline,
2023-01-09,Jadhav Store,Kirana,Kolhapur,Maharashtra,NexaClean Dishwash 500ml,Household,40,350,14000,Online,
2023-01-15,Jadhav Store,Kirana,Vadodara,Gujarat,NexaCare Soap 100g,Personal Care,5,280,1400,Offline,
2023-01-21,Joshi Traders,Kirana,Nagpur,Maharashtra,NexaGold Sunflower Oil 1L,Edible Oil,4,350,1400,Offline,
2023-01-03,Modi Kirana,Kirana,Aurangabad,Maharashtra,NexaCrunch Chips 100g,Snacks,5,110,550,Offline,
2023-01-23,Mishra Provisions,Kirana,Kolhapur,Maharashtra,NexaCare Shampoo 200ml,Personal Care,5,70,350,Offline,Late Delivery
2023-01-16,Joshi Traders,Kirana,Solapur,Maharashtra,NexaCrunch Namkeen 150g,Snacks,14,110,1540,Offline,
2023-01-20,D-Mart Kothrud,Supermarket,Vadodara,Gujarat,NexaGold Wheat Atta 5kg,Atta,1,30,30,Offline,Late Delivery
2023-01-02,Shinde Traders,Kirana,Ahmedabad,Gujarat,NexaGold Chana Dal 1kg,Dal,12,50,600,Online,Wrong Item
2023-01-01,Apte Traders,Kirana,Pune,Maharashtra,NexaGold Sunflower Oil 5L,Edible Oil,34,350,11900,Offline,
2023-01-18,More Supermarket Viman Nagar,Supermarket,Surat,Gujarat,NexaFresh Mixed Fruit 1L,Beverages,14,30,420,Offline,
2023-01-23,Jadhav Store,Kirana,Nagpur,Maharashtra,NexaCrunch Mixture 200g,Snacks,24,110,2640,Online,
2023-01-22,Gaikwad Store,Kirana,Pune,Maharashtra,NexaGold Sunflower Oil 1L,Edible Oil,17,50,850,Offline,
2023-01-08,Gaikwad Store,Kirana,Vadodara,Gujarat,NexaGold Red Chilli 200g,Spices,28,140,3920,Online,Late Delivery
2023-01-11,Mishra Provisions,Kirana,Ahmedabad,Gujarat,NexaGold Wheat Atta 5kg,Atta,4,50,200,Online,
2023-01-21,Star Bazaar Pune,Supermarket,Solapur,Maharashtra,NexaGold Red Chilli 200g,Spices,20,30,600,Offline,
2023-01-19,Jadhav Store,Kirana,Ahmedabad,Gujarat,NexaClean Floor Cleaner 1L,Household,3,280,840,Offline,
2023-01-06,More Supermarket Viman Nagar,Supermarket,Rajkot,Gujarat,NexaGold Moong Dal 1kg,Dal,26,110,2860,Offline,
2023-01-05,D-Mart Hinjewadi,Supermarket,Nagpur,Maharashtra,NexaGold Groundnut Oil 1L,Edible Oil,2,550,1100,Offline,
2023-01-08,Kulkarni Store,Kirana,Ahmedabad,Gujarat,NexaCrunch Mixture 200g,Snacks,1,110,110,Offline,
2023-01-19,Shah General,Kirana,Pune,Maharashtra,NexaClean Floor Cleaner 1L,Household,21,350,7350,Offline,Late Delivery
2023-01-09,Deshpande Store,Kirana,Surat,Gujarat,NexaGold Multigrain Atta 5kg,Atta,10,70,700,Offline,Late Delivery
2023-01-22,Gokhale Provisions,Kirana,Ahmedabad,Gujarat,NexaGold Wheat Atta 10kg,Atta,10,30,300,Online,
2023-01-03,Pawar General,Kirana,Nagpur,Maharashtra,NexaGold Turmeric 200g,Spices,11,280,3080,Offline,Wrong Item
2023-01-28,Chavan Traders,Kirana,Kolhapur,Maharashtra,NexaCare Shampoo 200ml,Personal Care,35,30,1050,Online,Wrong Item
2023-01-13,Mehta Kirana,Kirana,Nashik,Maharashtra,NexaGold Turmeric 200g,Spices,3,110,330,Offline,
2023-01-12,Deshpande Store,Kirana,Solapur,Maharashtra,NexaGold Chana Dal 1kg,Dal,40,280,11200,Offline,
2023-01-13,Gaikwad Store,Kirana,Nagpur,Maharashtra,NexaGold Multigrain Atta 5kg,Atta,18,140,2520,Offline,
2023-01-16,Nair Kirana,Kirana,Pune,Maharashtra,NexaFresh Mango Juice 1L,Beverages,19,350,6650,Offline,
2023-01-23,Desai Provisions,Kirana,Nashik,Maharashtra,NexaGold Sunflower Oil 1L,Edible Oil,36,280,10080,Offline,Wrong Item
2023-01-25,Bhat Store,Kirana,Rajkot,Gujarat,NexaCrunch Chips 100g,Snacks,13,350,4550,Offline,
2023-01-04,Sharma Kirana,Kirana,Surat,Gujarat,NexaGold Turmeric 200g,Spices,4,110,440,Online,
2023-01-01,Mishra Provisions,Kirana,Surat,Gujarat,NexaGold Groundnut Oil 1L,Edible Oil,19,50,950,Online,
2023-01-08,Reliance Fresh Rajkot,Supermarket,Surat,Gujarat,NexaCrunch Chips 100g,Snacks,2,550,1100,Offline,
2023-01-15,Apte Traders,Kirana,Solapur,Maharashtra,NexaCrunch Mixture 200g,Snacks,15,110,1650,Offline,Damaged
2023-01-22,Star Bazaar Pune,Supermarket,Nagpur,Maharashtra,NexaGold Turmeric 200g,Spices,39,550,21450,Offline,Late Delivery
2023-01-11,Patel Kirana,Kirana,Nashik,Maharashtra,NexaGold Garam Masala 100g,Spices,24,70,1680,Offline,
2023-01-06,Bhat Store,Kirana,Vadodara,Gujarat,NexaFresh Mango Juice 1L,Beverages,22,280,6160,Offline,
2023-01-14,Mehta Kirana,Kirana,Aurangabad,Maharashtra,NexaCare Shampoo 200ml,Personal Care,25,280,7000,Online,Wrong Item
2023-01-04,Sawant Traders,Kirana,Nagpur,Maharashtra,NexaClean Floor Cleaner 1L,Household,18,140,2520,Online,Late Delivery
2023-01-25,Bhat Store,Kirana,Surat,Gujarat,NexaGold Chana Dal 1kg,Dal,23,280,6440,Offline,Damaged
2023-01-07,More Supermarket Viman Nagar,Supermarket,Pune,Maharashtra,NexaFresh Mixed Fruit 1L,Beverages,14,550,7700,Online,
2023-01-05,Mehta Kirana,Kirana,Nashik,Maharashtra,NexaClean Floor Cleaner 1L,Household,12,280,3360,Offline,Late Delivery
2023-01-14,D-Mart Hinjewadi,Supermarket,Ahmedabad,Gujarat,NexaGold Red Chilli 200g,Spices,4,30,120,Online,
2023-01-26,Patel Kirana,Kirana,Kolhapur,Maharashtra,NexaGold Toor Dal 1kg,Dal,3,140,420,Online,
2023-01-11,Gupta Store,Kirana,Rajkot,Gujarat,NexaFresh Mixed Fruit 1L,Beverages,29,50,1450,Offline,
2023-01-06,Mishra Provisions,Kirana,Kolhapur,Maharashtra,NexaFresh Mixed Fruit 1L,Beverages,33,350,11550,Offline,Damaged
2023-01-14,Apte Traders,Kirana,Nashik,Maharashtra,NexaGold Moong Dal 1kg,Dal,29,110,3190,Offline,
2023-01-07,Reliance Fresh Rajkot,Supermarket,Aurangabad,Maharashtra,NexaGold Toor Dal 1kg,Dal,31,550,17050,Offline,Late Delivery
2023-01-01,Reliance Fresh Wakad,Supermarket,Nashik,Maharashtra,NexaGold Wheat Atta 5kg,Atta,34,280,9520,Offline,
2023-01-26,More Supermarket Viman Nagar,Supermarket,Surat,Gujarat,NexaGold Wheat Atta 10kg,Atta,6,550,3300,Offline,
2023-01-03,Gupta Store,Kirana,Nashik,Maharashtra,NexaGold Red Chilli 200g,Spices,2,70,140,Offline,
2023-01-26,Sawant Traders,Kirana,Surat,Gujarat,NexaCare Shampoo 200ml,Personal Care,22,110,2420,Offline,
2023-01-22,Parmar General,Kirana,Rajkot,Gujarat,NexaGold Multigrain Atta 5kg,Atta,33,50,1650,Online,
2023-01-08,Sawant Traders,Kirana,Aurangabad,Maharashtra,NexaCare Soap 100g,Personal Care,27,550,14850,Offline,Damaged
2023-01-19,Mishra Provisions,Kirana,Pune,Maharashtra,NexaGold Moong Dal 1kg,Dal,24,550,13200,Offline,Late Delivery
2023-01-04,D-Mart Hinjewadi,Supermarket,Nashik,Maharashtra,NexaGold Chana Dal 1kg,Dal,36,50,1800,Offline,
2023-01-23,Pandey Store,Kirana,Rajkot,Gujarat,NexaGold Sunflower Oil 5L,Edible Oil,40,30,1200,Offline,
2023-01-28,Nair Kirana,Kirana,Nagpur,Maharashtra,NexaGold Wheat Atta 5kg,Atta,29,70,2030,Online,Wrong Item
2023-01-22,Desai Provisions,Kirana,Kolhapur,Maharashtra,NexaGold Sunflower Oil 5L,Edible Oil,6,280,1680,Offline,
2023-01-26,Gaikwad Store,Kirana,Vadodara,Gujarat,NexaGold Wheat Atta 5kg,Atta,37,70,2590,Offline,
2023-01-19,Pawar General,Kirana,Rajkot,Gujarat,NexaCrunch Chips 100g,Snacks,7,140,980,Offline,
2023-01-06,Bhat Store,Kirana,Kolhapur,Maharashtra,NexaCrunch Namkeen 150g,Snacks,10,350,3500,Online,
2023-01-05,Pandey Store,Kirana,Nashik,Maharashtra,NexaGold Chana Dal 1kg,Dal,24,140,3360,Online,
2023-01-27,Deshpande Store,Kirana,Kolhapur,Maharashtra,NexaGold Toor Dal 1kg,Dal,28,50,1400,Online,
2023-01-01,Bhat Store,Kirana,Nagpur,Maharashtra,NexaGold Toor Dal 1kg,Dal,22,110,2420,Offline,
2023-01-26,Mishra Provisions,Kirana,Vadodara,Gujarat,NexaGold Multigrain Atta 5kg,Atta,6,110,660,Online,Late Delivery
2023-01-02,Bhat Store,Kirana,Rajkot,Gujarat,NexaFresh Mixed Fruit 1L,Beverages,37,350,12950,Online,
2023-01-20,Gupta Store,Kirana,Kolhapur,Maharashtra,NexaCare Shampoo 200ml,Personal Care,25,70,1750,Offline,
2023-01-22,Deshpande Store,Kirana,Solapur,Maharashtra,NexaGold Wheat Atta 5kg,Atta,4,550,2200,Offline,
2023-01-03,Patel Kirana,Kirana,Ahmedabad,Gujarat,NexaGold Garam Masala 100g,Spices,33,550,18150,Online,
2023-01-20,D-Mart Kothrud,Supermarket,Vadodara,Gujarat,NexaGold Wheat Atta 10kg,Atta,38,50,1900,Online,Damaged
2023-01-20,Parmar General,Kirana,Solapur,Maharashtra,NexaGold Garam Masala 100g,Spices,2,50,100,Offline,
2023-01-08,Reliance Fresh Wakad,Supermarket,Ahmedabad,Gujarat,NexaGold Sunflower Oil 1L,Edible Oil,21,30,630,Offline,
2023-01-25,Mehta Kirana,Kirana,Rajkot,Gujarat,NexaGold Toor Dal 1kg,Dal,38,280,10640,Offline,
2023-01-26,Rajput Provisions,Kirana,Surat,Gujarat,NexaGold Wheat Atta 10kg,Atta,25,50,1250,Offline,Damaged
2023-01-10,Deshmukh Provisions,Kirana,Solapur,Maharashtra,NexaCrunch Namkeen 150g,Snacks,40,110,4400,Offline,
2023-01-26,Reliance Fresh Baner,Supermarket,Pune,Maharashtra,NexaGold Garam Masala 100g,Spices,20,70,1400,Offline,
2023-01-08,Joshi Traders,Kirana,Aurangabad,Maharashtra,NexaGold Toor Dal 1kg,Dal,25,70,1750,Offline,
2023-01-11,Reliance Fresh Rajkot,Supermarket,Nagpur,Maharashtra,NexaGold Sunflower Oil 5L,Edible Oil,28,140,3920,Offline,
2023-01-15,Sharma Kirana,Kirana,Aurangabad,Maharashtra,NexaClean Floor Cleaner 1L,Household,24,140,3360,Offline,
2023-01-10,D-Mart Aundh,Supermarket,Aurangabad,Maharashtra,NexaGold Garam Masala 100g,Spices,37,110,4070,Online,Wrong Item
2023-01-22,Star Bazaar Pune,Supermarket,Nashik,Maharashtra,NexaGold Groundnut Oil 1L,Edible Oil,26,30,780,Online,
2023-01-14,More Supermarket Viman Nagar,Supermarket,Surat,Gujarat,NexaGold Moong Dal 1kg,Dal,1,30,30,Offline,
2023-01-01,Deshpande Store,Kirana,Nashik,Maharashtra,NexaGold Wheat Atta 5kg,Atta,22,50,1100,Online,
2023-01-27,Gokhale Provisions,Kirana,Nashik,Maharashtra,NexaGold Toor Dal 1kg,Dal,14,50,700,Online,
2023-01-04,Reliance Fresh Baner,Supermarket,Pune,Maharashtra,NexaGold Red Chilli 200g,Spices,6,280,1680,Offline,Wrong Item
2023-01-11,Shinde Traders,Kirana,Surat,Gujarat,NexaGold Moong Dal 1kg,Dal,33,280,9240,Offline,
2023-01-18,Gokhale Provisions,Kirana,Aurangabad,Maharashtra,NexaGold Wheat Atta 5kg,Atta,3,550,1650,Online,Damaged
2023-01-01,Rajput Provisions,Kirana,Solapur,Maharashtra,NexaClean Dishwash 500ml,Household,23,70,1610,Offline,
2023-01-11,Shinde Traders,Kirana,Ahmedabad,Gujarat,NexaClean Floor Cleaner 1L,Household,21,50,1050,Offline,Late Delivery
2023-01-03,Rajput Provisions,Kirana,Ahmedabad,Gujarat,NexaCrunch Namkeen 150g,Snacks,35,30,1050,Offline,
2023-01-28,D-Mart Ahmedabad SG Highway,Supermarket,Kolhapur,Maharashtra,NexaGold Moong Dal 1kg,Dal,39,280,10920,Online,Wrong Item
2023-01-04,Gaikwad Store,Kirana,Aurangabad,Maharashtra,NexaGold Toor Dal 1kg,Dal,22,280,6160,Offline,Late Delivery
2023-01-22,D-Mart Kothrud,Supermarket,Kolhapur,Maharashtra,NexaGold Toor Dal 1kg,Dal,2,140,280,Offline,
2023-01-15,Mishra Provisions,Kirana,Kolhapur,Maharashtra,NexaFresh Mixed Fruit 1L,Beverages,21,350,7350,Offline,Damaged
2023-01-21,Mehta Kirana,Kirana,Aurangabad,Maharashtra,NexaGold Turmeric 200g,Spices,38,70,2660,Offline,
2023-01-13,Pandey Store,Kirana,Rajkot,Gujarat,NexaCrunch Mixture 200g,Snacks,29,280,8120,Online,
2023-01-27,D-Mart Aundh,Supermarket,Surat,Gujarat,NexaClean Floor Cleaner 1L,Household,7,50,350,Offline,Damaged
2023-01-18,D-Mart Hinjewadi,Supermarket,Nagpur,Maharashtra,NexaGold Chana Dal 1kg,Dal,39,110,4290,Online,Late Delivery
2023-01-03,More Supermarket Viman Nagar,Supermarket,Kolhapur,Maharashtra,NexaCrunch Mixture 200g,Snacks,8,350,2800,Offline,Damaged
2023-01-18,Sharma Kirana,Kirana,Ahmedabad,Gujarat,NexaCrunch Chips 100g,Snacks,4,550,2200,Offline,
2023-01-02,Jadhav Store,Kirana,Nashik,Maharashtra,NexaCrunch Namkeen 150g,Snacks,13,30,390,Online,
2023-01-03,Desai Provisions,Kirana,Aurangabad,Maharashtra,NexaCrunch Mixture 200g,Snacks,13,280,3640,Offline,
2023-01-22,Gaikwad Store,Kirana,Vadodara,Gujarat,NexaGold Groundnut Oil 1L,Edible Oil,2,280,560,Offline,
2023-01-24,Mehta Kirana,Kirana,Nashik,Maharashtra,NexaGold Wheat Atta 5kg,Atta,6,110,660,Offline,
2023-01-26,Patel Kirana,Kirana,Vadodara,Gujarat,NexaGold Red Chilli 200g,Spices,24,50,1200,Offline,
2023-01-16,Parmar General,Kirana,Nagpur,Maharashtra,NexaClean Dishwash 500ml,Household,9,280,2520,Offline,Late Delivery
2023-01-19,Chavan Traders,Kirana,Ahmedabad,Gujarat,NexaCare Soap 100g,Personal Care,40,550,22000,Offline,
2023-01-17,Parmar General,Kirana,Aurangabad,Maharashtra,NexaCare Soap 100g,Personal Care,22,550,12100,Offline,Wrong Item
2023-01-08,Chavan Traders,Kirana,Vadodara,Gujarat,NexaGold Garam Masala 100g,Spices,18,30,540,Online,
2023-01-26,Gokhale Provisions,Kirana,Nagpur,Maharashtra,NexaGold Sunflower Oil 1L,Edible Oil,38,30,1140,Online,Wrong Item
2023-01-05,Bhat Store,Kirana,Solapur,Maharashtra,NexaCrunch Namkeen 150g,Snacks,28,350,9800,Offline,Late Delivery
2023-01-02,Deshmukh Provisions,Kirana,Nagpur,Maharashtra,NexaFresh Mango Juice 1L,Beverages,7,350,2450,Offline,Damaged
2023-01-22,Gaikwad Store,Kirana,Vadodara,Gujarat,NexaFresh Mango Juice 1L,Beverages,10,30,300,Online,Damaged
2023-01-17,Desai Provisions,Kirana,Nagpur,Maharashtra,NexaGold Wheat Atta 5kg,Atta,15,50,750,Offline,
2023-01-10,Modi Kirana,Kirana,Rajkot,Gujarat,NexaGold Sunflower Oil 1L,Edible Oil,31,70,2170,Online,
2023-01-21,Yadav General,Kirana,Kolhapur,Maharashtra,NexaCrunch Namkeen 150g,Snacks,37,140,5180,Offline,Damaged
2023-01-26,Modi Kirana,Kirana,Pune,Maharashtra,NexaGold Sunflower Oil 5L,Edible Oil,10,30,300,Offline,
2023-01-09,D-Mart Aundh,Supermarket,Surat,Gujarat,NexaGold Chana Dal 1kg,Dal,37,350,12950,Offline,
2023-01-24,Reliance Fresh Rajkot,Supermarket,Nashik,Maharashtra,NexaClean Floor Cleaner 1L,Household,18,110,1980,Offline,Late Delivery
2023-01-03,Sawant Traders,Kirana,Ahmedabad,Gujarat,NexaGold Wheat Atta 10kg,Atta,12,280,3360,Online,
2023-01-22,Patel Kirana,Kirana,Nashik,Maharashtra,NexaFresh Mixed Fruit 1L,Beverages,4,70,280,Offline,
2023-01-05,Shah General,Kirana,Ahmedabad,Gujarat,NexaGold Wheat Atta 10kg,Atta,9,350,3150,Online,
2023-01-09,Desai Provisions,Kirana,Kolhapur,Maharashtra,NexaGold Toor Dal 1kg,Dal,21,350,7350,Offline,
2023-01-08,Desai Provisions,Kirana,Surat,Gujarat,NexaGold Red Chilli 200g,Spices,5,110,550,Online,
2023-01-27,Modi Kirana,Kirana,Surat,Gujarat,NexaGold Chana Dal 1kg,Dal,13,110,1430,Offline,
2023-01-28,Modi Kirana,Kirana,Nagpur,Maharashtra,NexaCrunch Chips 100g,Snacks,24,110,2640,Offline,
2023-01-10,Reliance Fresh Rajkot,Supermarket,Kolhapur,Maharashtra,NexaCrunch Chips 100g,Snacks,1,70,70,Offline,
2023-01-23,Reliance Fresh Baner,Supermarket,Solapur,Maharashtra,NexaGold Garam Masala 100g,Spices,6,70,420,Offline,
2023-01-11,Chavan Traders,Kirana,Surat,Gujarat,NexaGold Moong Dal 1kg,Dal,39,140,5460,Offline,Damaged
2023-01-26,Sharma Kirana,Kirana,Ahmedabad,Gujarat,NexaGold Wheat Atta 10kg,Atta,8,140,1120,Offline,Late Delivery
2023-01-19,Yadav General,Kirana,Vadodara,Gujarat,NexaCrunch Mixture 200g,Snacks,8,70,560,Offline,
2023-01-01,Patil General,Kirana,Nashik,Maharashtra,NexaCare Shampoo 200ml,Personal Care,13,110,1430,Offline,
2023-01-13,Sharma Kirana,Kirana,Rajkot,Gujarat,NexaGold Garam Masala 100g,Spices,12,30,360,Offline,
2023-01-15,Reliance Fresh Rajkot,Supermarket,Surat,Gujarat,NexaCare Shampoo 200ml,Personal Care,37,280,10360,Offline,Late Delivery
2023-01-23,D-Mart Ahmedabad SG Highway,Supermarket,Ahmedabad,Gujarat,NexaGold Multigrain Atta 5kg,Atta,33,280,9240,Offline,
2023-01-26,Reliance Fresh Baner,Supermarket,Solapur,Maharashtra,NexaCrunch Chips 100g,Snacks,18,50,900,Online,
2023-01-16,Patel Kirana,Kirana,Vadodara,Gujarat,NexaGold Wheat Atta 10kg,Atta,11,50,550,Offline,
2023-01-06,Yadav General,Kirana,Rajkot,Gujarat,NexaGold Sunflower Oil 1L,Edible Oil,30,280,8400,Offline,Late Delivery
